cell.line	compound	variable	value
SNU-81	RBN010061-002	LowerLimit.pval	1.04649235510696e-37
SNU-81	RBN011364-002	LowerLimit.pval	4.78588974912564e-149
SNU-C4	RBN010061-002	LowerLimit.pval	3.91269537947143e-05
SNU-C4	RBN011364-002	LowerLimit.pval	0.54378671945087
Detroit562	RBN010061-002	LowerLimit.pval	0.000611921656872084
Detroit562	RBN011364-002	LowerLimit.pval	0.664355952041217
NUGC-4	RBN010061-002	LowerLimit.pval	0.0208603585186507
NUGC-4	RBN011364-002	LowerLimit.pval	6.23777427591084e-28
KYSE-30	RBN010061-002	LowerLimit.pval	8.35242105229464e-43
KYSE-30	RBN011364-002	LowerLimit.pval	1.90441473260466e-43
OV7	RBN010061-002	LowerLimit.pval	8.38309680381926e-06
OV7	RBN011364-002	LowerLimit.pval	4.25332360207893e-67
RCM-1	RBN010061-002	LowerLimit.pval	0.145453292678421
RCM-1	RBN011364-002	LowerLimit.pval	1.08942119850638e-36
HT-29	RBN010061-002	LowerLimit.pval	0.773405794708614
HT-29	RBN011364-002	LowerLimit.pval	7.4301669772673e-35
SW48	RBN010061-002	LowerLimit.pval	2.33877500287777e-10
SW48	RBN011364-002	LowerLimit.pval	0.869739002162366
JHOS-2	RBN010061-002	LowerLimit.pval	0.000185741247965656
JHOS-2	RBN011364-002	LowerLimit.pval	4.52344217772465e-28
OVCAR-8	RBN010061-002	LowerLimit.pval	0.0508470890388459
OVCAR-8	RBN011364-002	LowerLimit.pval	1.76125420664903e-77
OVISE	RBN010061-002	LowerLimit.pval	7.57744216007863e-05
OVISE	RBN011364-002	LowerLimit.pval	1.92740334575413e-36
JHOS-4	RBN010061-002	LowerLimit.pval	1.61050177528578e-41
JHOS-4	RBN011364-002	LowerLimit.pval	6.80026368085003e-28
HARA	RBN010061-002	LowerLimit.pval	0.00814113685057309
HARA	RBN011364-002	LowerLimit.pval	0.574120534604292
SW620	RBN010061-002	LowerLimit.pval	0.248605665241884
SW620	RBN011364-002	LowerLimit.pval	0.0044569016549982
RKN	RBN010061-002	LowerLimit.pval	0.0560347883149889
RKN	RBN011364-002	LowerLimit.pval	0.215540839268121
SH-10-TC	RBN010061-002	LowerLimit.pval	0.0671078003824616
SH-10-TC	RBN011364-002	LowerLimit.pval	0.0392492790705758
TOV-21G	RBN010061-002	LowerLimit.pval	0.469583632797191
TOV-21G	RBN011364-002	LowerLimit.pval	0.664695200431712
YD-10B	RBN010061-002	LowerLimit.pval	5.37846231464706e-78
YD-10B	RBN011364-002	LowerLimit.pval	1.30160947966821e-44
LUDLU-1	RBN010061-002	LowerLimit.pval	0.589238611043492
LUDLU-1	RBN011364-002	LowerLimit.pval	7.11535607767054e-42
NCI-H2023	RBN010061-002	LowerLimit.pval	0.440242962207144
NCI-H2023	RBN011364-002	LowerLimit.pval	0.0454264814471797
HCC70	RBN010061-002	LowerLimit.pval	1.03334816901892e-53
HCC70	RBN011364-002	LowerLimit.pval	1.33662272814834e-06
SW900	RBN010061-002	LowerLimit.pval	1.00784503876112e-31
SW900	RBN011364-002	LowerLimit.pval	1.61033630772294e-22
RERF-LC-AI	RBN010061-002	LowerLimit.pval	1.91749931130081e-05
RERF-LC-AI	RBN011364-002	LowerLimit.pval	0.0026023598510229
HCC1143	RBN010061-002	LowerLimit.pval	0.0743832803178502
HCC1143	RBN011364-002	LowerLimit.pval	7.00127282513003e-14
NCI-H520	RBN010061-002	LowerLimit.pval	0.000214287408773016
NCI-H520	RBN011364-002	LowerLimit.pval	NA
YD-38	RBN010061-002	LowerLimit.pval	0.306614760563771
YD-38	RBN011364-002	LowerLimit.pval	8.4417728094593e-23
SK-OV-3	RBN010061-002	LowerLimit.pval	4.76348553942475e-27
SK-OV-3	RBN011364-002	LowerLimit.pval	0.00092892410613565
SNU-620	RBN010061-002	LowerLimit.pval	7.671645826742e-09
SNU-620	RBN011364-002	LowerLimit.pval	0.975626701842731
EFE-184	RBN010061-002	LowerLimit.pval	5.51809033964505e-49
EFE-184	RBN011364-002	LowerLimit.pval	6.72300310319355e-48
EFO-27	RBN010061-002	LowerLimit.pval	NA
EFO-27	RBN011364-002	LowerLimit.pval	0.000131643364999331
EVSA-T	RBN010061-002	LowerLimit.pval	2.16786112061838e-41
EVSA-T	RBN011364-002	LowerLimit.pval	4.35285032062042e-09
HCT-116	RBN010061-002	LowerLimit.pval	0.0228842507366264
HCT-116	RBN011364-002	LowerLimit.pval	8.13440025614495e-27
HEC-1-B	RBN010061-002	LowerLimit.pval	0.201391959638831
HEC-1-B	RBN011364-002	LowerLimit.pval	7.18370715236691e-20
LXF-289	RBN010061-002	LowerLimit.pval	NA
LXF-289	RBN011364-002	LowerLimit.pval	1.59816268217056e-36
HDQ-P1	RBN010061-002	LowerLimit.pval	1.7632295739684e-29
HDQ-P1	RBN011364-002	LowerLimit.pval	2.01013882333212e-20
U-87 MG	RBN010061-002	LowerLimit.pval	3.03721968721544e-63
U-87 MG	RBN011364-002	LowerLimit.pval	2.92327712545763e-18
DBTRG-05MG	RBN010061-002	LowerLimit.pval	9.71010583585539e-36
DBTRG-05MG	RBN011364-002	LowerLimit.pval	0.475977906007855
HCC-15	RBN010061-002	LowerLimit.pval	0.694708101623098
HCC-15	RBN011364-002	LowerLimit.pval	0.50784356880286
NCI-H1437	RBN010061-002	LowerLimit.pval	9.5311052831041e-44
NCI-H1437	RBN011364-002	LowerLimit.pval	3.62257643803346e-36
NCI-H647	RBN010061-002	LowerLimit.pval	0.984483259804959
NCI-H647	RBN011364-002	LowerLimit.pval	0.00268145471694265
LOU-NH91	RBN010061-002	LowerLimit.pval	NA
LOU-NH91	RBN011364-002	LowerLimit.pval	2.13506231215667e-11
CAL-27	RBN010061-002	LowerLimit.pval	0.161276442194838
CAL-27	RBN011364-002	LowerLimit.pval	0.0275193922066551
LCLC-97TM1	RBN010061-002	LowerLimit.pval	0.588084471510727
LCLC-97TM1	RBN011364-002	LowerLimit.pval	0.000592810155370714
GSS	RBN010061-002	LowerLimit.pval	0.392116965871973
GSS	RBN011364-002	LowerLimit.pval	0.142975788879566
HCC1937	RBN010061-002	LowerLimit.pval	1.66465213863784e-53
HCC1937	RBN011364-002	LowerLimit.pval	3.84839580683574e-14
OV56	RBN010061-002	LowerLimit.pval	NA
OV56	RBN011364-002	LowerLimit.pval	4.94214714059965e-72
HSC-4	RBN010061-002	LowerLimit.pval	0.135366826129274
HSC-4	RBN011364-002	LowerLimit.pval	8.4407600341945e-09
CL-11	RBN010061-002	LowerLimit.pval	8.12203373839322e-57
CL-11	RBN011364-002	LowerLimit.pval	0.396323182982761
SW480	RBN010061-002	LowerLimit.pval	0.207741806397737
SW480	RBN011364-002	LowerLimit.pval	0.864717187577408
NCI-H2170	RBN010061-002	LowerLimit.pval	0.0863398328942575
NCI-H2170	RBN011364-002	LowerLimit.pval	1.57852453207604e-23
TE-6	RBN010061-002	LowerLimit.pval	0.913623740546569
TE-6	RBN011364-002	LowerLimit.pval	2.82462947578499e-58
HCC95	RBN010061-002	LowerLimit.pval	0.991929268491891
HCC95	RBN011364-002	LowerLimit.pval	9.99908635859334e-11
MDA-MB-175-VII	RBN010061-002	LowerLimit.pval	0.660971252939978
MDA-MB-175-VII	RBN011364-002	LowerLimit.pval	1.21341404420063e-17
NCI-H522	RBN010061-002	LowerLimit.pval	0.999851992271227
NCI-H522	RBN011364-002	LowerLimit.pval	1.22731667458103e-15
HCC2108	RBN010061-002	LowerLimit.pval	0.206411427198769
HCC2108	RBN011364-002	LowerLimit.pval	1.96618192252083e-48
TE-10	RBN010061-002	LowerLimit.pval	0.843181505137523
TE-10	RBN011364-002	LowerLimit.pval	0.0384927222969205
ZR-75-30	RBN010061-002	LowerLimit.pval	NA
ZR-75-30	RBN011364-002	LowerLimit.pval	2.81230187588542e-41
GSU	RBN010061-002	LowerLimit.pval	0.479245446322332
GSU	RBN011364-002	LowerLimit.pval	0.556206633568683
KYSE-410	RBN010061-002	LowerLimit.pval	0.916068621109848
KYSE-410	RBN011364-002	LowerLimit.pval	1.22422457688668e-07
KE-39	RBN010061-002	LowerLimit.pval	2.31032859415273e-55
KE-39	RBN011364-002	LowerLimit.pval	3.66351683683746e-32
KNS-62	RBN010061-002	LowerLimit.pval	0.0379747371986841
KNS-62	RBN011364-002	LowerLimit.pval	1.68551744530644e-25
KPL-1	RBN010061-002	LowerLimit.pval	0.00071432583791451
KPL-1	RBN011364-002	LowerLimit.pval	1.14454962728997e-11
SCC-25	RBN010061-002	LowerLimit.pval	0.957984907258269
SCC-25	RBN011364-002	LowerLimit.pval	1.28723922919516e-43
NCI-H1869	RBN010061-002	LowerLimit.pval	3.73342683875718e-06
NCI-H1869	RBN011364-002	LowerLimit.pval	4.96246552349329e-24
TE-5	RBN010061-002	LowerLimit.pval	0.560425448356695
TE-5	RBN011364-002	LowerLimit.pval	0.807521869598056
SNU-719	RBN010061-002	LowerLimit.pval	4.7919991122715e-42
SNU-719	RBN011364-002	LowerLimit.pval	4.23625991415688e-41
NCI-H358	RBN010061-002	LowerLimit.pval	3.92892823689036e-47
NCI-H358	RBN011364-002	LowerLimit.pval	7.00061432697423e-27
TYK-nu	RBN010061-002	LowerLimit.pval	0.112358771877537
TYK-nu	RBN011364-002	LowerLimit.pval	1.94018031603151e-41
NCI-H1703	RBN010061-002	LowerLimit.pval	0.0186449589984128
NCI-H1703	RBN011364-002	LowerLimit.pval	0.0688368946560756
CAL-33	RBN010061-002	LowerLimit.pval	3.11939970116331e-84
CAL-33	RBN011364-002	LowerLimit.pval	2.60912471160827e-56
NCI-H1373	RBN010061-002	LowerLimit.pval	0.312945415248091
NCI-H1373	RBN011364-002	LowerLimit.pval	1.02409324103191e-38
TGBC11TKB	RBN010061-002	LowerLimit.pval	4.80720987387544e-40
TGBC11TKB	RBN011364-002	LowerLimit.pval	1.697248662241e-06
JIMT-1	RBN010061-002	LowerLimit.pval	0.00280999853389172
JIMT-1	RBN011364-002	LowerLimit.pval	4.07113075433431e-69
YMB-1	RBN010061-002	LowerLimit.pval	0.653487618766951
YMB-1	RBN011364-002	LowerLimit.pval	0.634421090835777
KYSE-520	RBN010061-002	LowerLimit.pval	0.260196598782692
KYSE-520	RBN011364-002	LowerLimit.pval	0.102754275221431
KYSE-70	RBN010061-002	LowerLimit.pval	0.849448628607794
KYSE-70	RBN011364-002	LowerLimit.pval	6.13339608856428e-62
LS-123	RBN010061-002	Compound.Label	PARP1.RBN010061
LS-123	RBN011364-002	Compound.Label	PARP7.RBN011364
EBC-1	RBN010061-002	Compound.Label	PARP1.RBN010061
EBC-1	RBN011364-002	Compound.Label	PARP7.RBN011364
T3M-10	RBN010061-002	Compound.Label	PARP1.RBN010061
T3M-10	RBN011364-002	Compound.Label	PARP7.RBN011364
SNU-175	RBN010061-002	Compound.Label	PARP1.RBN010061
SNU-175	RBN011364-002	Compound.Label	PARP7.RBN011364
A253	RBN010061-002	Compound.Label	PARP1.RBN010061
A253	RBN011364-002	Compound.Label	PARP7.RBN011364
A549	RBN010061-002	Compound.Label	PARP1.RBN010061
A549	RBN011364-002	Compound.Label	PARP7.RBN011364
KYSE-270	RBN010061-002	Compound.Label	PARP1.RBN010061
KYSE-270	RBN011364-002	Compound.Label	PARP7.RBN011364
KYSE-450	RBN010061-002	Compound.Label	PARP1.RBN010061
KYSE-450	RBN011364-002	Compound.Label	PARP7.RBN011364
IM-95	RBN010061-002	Compound.Label	PARP1.RBN010061
IM-95	RBN011364-002	Compound.Label	PARP7.RBN011364
LoVo	RBN010061-002	Compound.Label	PARP1.RBN010061
LoVo	RBN011364-002	Compound.Label	PARP7.RBN011364
LCLC-103H	RBN010061-002	Compound.Label	PARP1.RBN010061
LCLC-103H	RBN011364-002	Compound.Label	PARP7.RBN011364
KNS-81	RBN010061-002	Compound.Label	PARP1.RBN010061
KNS-81	RBN011364-002	Compound.Label	PARP7.RBN011364
MDA-MB-436	RBN010061-002	Compound.Label	PARP1.RBN010061
MDA-MB-436	RBN011364-002	Compound.Label	PARP7.RBN011364
HCC1195	RBN010061-002	Compound.Label	PARP1.RBN010061
HCC1195	RBN011364-002	Compound.Label	PARP7.RBN011364
SNG-M	RBN010061-002	Compound.Label	PARP1.RBN010061
SNG-M	RBN011364-002	Compound.Label	PARP7.RBN011364
MDA-MB-231	RBN010061-002	Compound.Label	PARP1.RBN010061
MDA-MB-231	RBN011364-002	Compound.Label	PARP7.RBN011364
LK-2	RBN010061-002	Compound.Label	PARP1.RBN010061
LK-2	RBN011364-002	Compound.Label	PARP7.RBN011364
HCC2218	RBN010061-002	Compound.Label	PARP1.RBN010061
HCC2218	RBN011364-002	Compound.Label	PARP7.RBN011364
LC-1sq	RBN010061-002	Compound.Label	PARP1.RBN010061
LC-1sq	RBN011364-002	Compound.Label	PARP7.RBN011364
FaDu	RBN010061-002	Compound.Label	PARP1.RBN010061
FaDu	RBN011364-002	Compound.Label	PARP7.RBN011364
NCI-H596	RBN010061-002	Compound.Label	PARP1.RBN010061
NCI-H596	RBN011364-002	Compound.Label	PARP7.RBN011364
Caki-1	RBN010061-002	Compound.Label	PARP1.RBN010061
Caki-1	RBN011364-002	Compound.Label	PARP7.RBN011364
ACHN	RBN010061-002	Compound.Label	PARP1.RBN010061
ACHN	RBN011364-002	Compound.Label	PARP7.RBN011364
YD-8	RBN010061-002	Compound.Label	PARP1.RBN010061
YD-8	RBN011364-002	Compound.Label	PARP7.RBN011364
HCC1588	RBN010061-002	Compound.Label	PARP1.RBN010061
HCC1588	RBN011364-002	Compound.Label	PARP7.RBN011364
T47D	RBN010061-002	Compound.Label	PARP1.RBN010061
T47D	RBN011364-002	Compound.Label	PARP7.RBN011364
TE-8	RBN010061-002	Compound.Label	PARP1.RBN010061
TE-8	RBN011364-002	Compound.Label	PARP7.RBN011364
IA-LM	RBN010061-002	Compound.Label	PARP1.RBN010061
IA-LM	RBN011364-002	Compound.Label	PARP7.RBN011364
EN	RBN010061-002	Compound.Label	PARP1.RBN010061
EN	RBN011364-002	Compound.Label	PARP7.RBN011364
NCI-H1975	RBN010061-002	Compound.Label	PARP1.RBN010061
NCI-H1975	RBN011364-002	Compound.Label	PARP7.RBN011364
NCI-H1838	RBN010061-002	Compound.Label	PARP1.RBN010061
NCI-H1838	RBN011364-002	Compound.Label	PARP7.RBN011364
HCC-44	RBN010061-002	Compound.Label	PARP1.RBN010061
HCC-44	RBN011364-002	Compound.Label	PARP7.RBN011364
HCC1187	RBN010061-002	Compound.Label	PARP1.RBN010061
HCC1187	RBN011364-002	Compound.Label	PARP7.RBN011364
YH-13	RBN010061-002	Compound.Label	PARP1.RBN010061
YH-13	RBN011364-002	Compound.Label	PARP7.RBN011364
HCC38	RBN010061-002	Compound.Label	PARP1.RBN010061
HCC38	RBN011364-002	Compound.Label	PARP7.RBN011364
SNU-1033	RBN010061-002	Compound.Label	PARP1.RBN010061
SNU-1033	RBN011364-002	Compound.Label	PARP7.RBN011364
Calu-1	RBN010061-002	Compound.Label	PARP1.RBN010061
Calu-1	RBN011364-002	Compound.Label	PARP7.RBN011364
PE-CA-PJ15	RBN010061-002	Compound.Label	PARP1.RBN010061
PE-CA-PJ15	RBN011364-002	Compound.Label	PARP7.RBN011364
BHY	RBN010061-002	Compound.Label	PARP1.RBN010061
BHY	RBN011364-002	Compound.Label	PARP7.RBN011364
MDA-MB-468	RBN010061-002	Compound.Label	PARP1.RBN010061
MDA-MB-468	RBN011364-002	Compound.Label	PARP7.RBN011364
CCK-81	RBN010061-002	Compound.Label	PARP1.RBN010061
CCK-81	RBN011364-002	Compound.Label	PARP7.RBN011364
HCC2279	RBN010061-002	Compound.Label	PARP1.RBN010061
HCC2279	RBN011364-002	Compound.Label	PARP7.RBN011364
HCC1599	RBN010061-002	Compound.Label	PARP1.RBN010061
HCC1599	RBN011364-002	Compound.Label	PARP7.RBN011364
COLO-680N	RBN010061-002	Compound.Label	PARP1.RBN010061
COLO-680N	RBN011364-002	Compound.Label	PARP7.RBN011364
SK-BR-3	RBN010061-002	Compound.Label	PARP1.RBN010061
SK-BR-3	RBN011364-002	Compound.Label	PARP7.RBN011364
NCI-H810	RBN010061-002	Compound.Label	PARP1.RBN010061
NCI-H810	RBN011364-002	Compound.Label	PARP7.RBN011364
Hs-578-T	RBN010061-002	Compound.Label	PARP1.RBN010061
Hs-578-T	RBN011364-002	Compound.Label	PARP7.RBN011364
KURAMOCHI	RBN010061-002	Compound.Label	PARP1.RBN010061
KURAMOCHI	RBN011364-002	Compound.Label	PARP7.RBN011364
SNU-81	RBN010061-002	Compound.Label	PARP1.RBN010061
SNU-81	RBN011364-002	Compound.Label	PARP7.RBN011364
SNU-C4	RBN010061-002	Compound.Label	PARP1.RBN010061
SNU-C4	RBN011364-002	Compound.Label	PARP7.RBN011364
Detroit562	RBN010061-002	Compound.Label	PARP1.RBN010061
Detroit562	RBN011364-002	Compound.Label	PARP7.RBN011364
NUGC-4	RBN010061-002	Compound.Label	PARP1.RBN010061
NUGC-4	RBN011364-002	Compound.Label	PARP7.RBN011364
KYSE-30	RBN010061-002	Compound.Label	PARP1.RBN010061
KYSE-30	RBN011364-002	Compound.Label	PARP7.RBN011364
OV7	RBN010061-002	Compound.Label	PARP1.RBN010061
OV7	RBN011364-002	Compound.Label	PARP7.RBN011364
RCM-1	RBN010061-002	Compound.Label	PARP1.RBN010061
RCM-1	RBN011364-002	Compound.Label	PARP7.RBN011364
HT-29	RBN010061-002	Compound.Label	PARP1.RBN010061
HT-29	RBN011364-002	Compound.Label	PARP7.RBN011364
SW48	RBN010061-002	Compound.Label	PARP1.RBN010061
SW48	RBN011364-002	Compound.Label	PARP7.RBN011364
JHOS-2	RBN010061-002	Compound.Label	PARP1.RBN010061
JHOS-2	RBN011364-002	Compound.Label	PARP7.RBN011364
OVCAR-8	RBN010061-002	Compound.Label	PARP1.RBN010061
OVCAR-8	RBN011364-002	Compound.Label	PARP7.RBN011364
OVISE	RBN010061-002	Compound.Label	PARP1.RBN010061
OVISE	RBN011364-002	Compound.Label	PARP7.RBN011364
JHOS-4	RBN010061-002	Compound.Label	PARP1.RBN010061
JHOS-4	RBN011364-002	Compound.Label	PARP7.RBN011364
HARA	RBN010061-002	Compound.Label	PARP1.RBN010061
HARA	RBN011364-002	Compound.Label	PARP7.RBN011364
SW620	RBN010061-002	Compound.Label	PARP1.RBN010061
SW620	RBN011364-002	Compound.Label	PARP7.RBN011364
RKN	RBN010061-002	Compound.Label	PARP1.RBN010061
RKN	RBN011364-002	Compound.Label	PARP7.RBN011364
SH-10-TC	RBN010061-002	Compound.Label	PARP1.RBN010061
SH-10-TC	RBN011364-002	Compound.Label	PARP7.RBN011364
TOV-21G	RBN010061-002	Compound.Label	PARP1.RBN010061
TOV-21G	RBN011364-002	Compound.Label	PARP7.RBN011364
YD-10B	RBN010061-002	Compound.Label	PARP1.RBN010061
YD-10B	RBN011364-002	Compound.Label	PARP7.RBN011364
LUDLU-1	RBN010061-002	Compound.Label	PARP1.RBN010061
LUDLU-1	RBN011364-002	Compound.Label	PARP7.RBN011364
NCI-H2023	RBN010061-002	Compound.Label	PARP1.RBN010061
NCI-H2023	RBN011364-002	Compound.Label	PARP7.RBN011364
HCC70	RBN010061-002	Compound.Label	PARP1.RBN010061
HCC70	RBN011364-002	Compound.Label	PARP7.RBN011364
SW900	RBN010061-002	Compound.Label	PARP1.RBN010061
SW900	RBN011364-002	Compound.Label	PARP7.RBN011364
RERF-LC-AI	RBN010061-002	Compound.Label	PARP1.RBN010061
RERF-LC-AI	RBN011364-002	Compound.Label	PARP7.RBN011364
HCC1143	RBN010061-002	Compound.Label	PARP1.RBN010061
HCC1143	RBN011364-002	Compound.Label	PARP7.RBN011364
NCI-H520	RBN010061-002	Compound.Label	PARP1.RBN010061
NCI-H520	RBN011364-002	Compound.Label	PARP7.RBN011364
YD-38	RBN010061-002	Compound.Label	PARP1.RBN010061
YD-38	RBN011364-002	Compound.Label	PARP7.RBN011364
SK-OV-3	RBN010061-002	Compound.Label	PARP1.RBN010061
SK-OV-3	RBN011364-002	Compound.Label	PARP7.RBN011364
SNU-620	RBN010061-002	Compound.Label	PARP1.RBN010061
SNU-620	RBN011364-002	Compound.Label	PARP7.RBN011364
EFE-184	RBN010061-002	Compound.Label	PARP1.RBN010061
EFE-184	RBN011364-002	Compound.Label	PARP7.RBN011364
EFO-27	RBN010061-002	Compound.Label	PARP1.RBN010061
EFO-27	RBN011364-002	Compound.Label	PARP7.RBN011364
EVSA-T	RBN010061-002	Compound.Label	PARP1.RBN010061
EVSA-T	RBN011364-002	Compound.Label	PARP7.RBN011364
HCT-116	RBN010061-002	Compound.Label	PARP1.RBN010061
HCT-116	RBN011364-002	Compound.Label	PARP7.RBN011364
HEC-1-B	RBN010061-002	Compound.Label	PARP1.RBN010061
HEC-1-B	RBN011364-002	Compound.Label	PARP7.RBN011364
LXF-289	RBN010061-002	Compound.Label	PARP1.RBN010061
LXF-289	RBN011364-002	Compound.Label	PARP7.RBN011364
HDQ-P1	RBN010061-002	Compound.Label	PARP1.RBN010061
HDQ-P1	RBN011364-002	Compound.Label	PARP7.RBN011364
U-87 MG	RBN010061-002	Compound.Label	PARP1.RBN010061
U-87 MG	RBN011364-002	Compound.Label	PARP7.RBN011364
DBTRG-05MG	RBN010061-002	Compound.Label	PARP1.RBN010061
DBTRG-05MG	RBN011364-002	Compound.Label	PARP7.RBN011364
HCC-15	RBN010061-002	Compound.Label	PARP1.RBN010061
HCC-15	RBN011364-002	Compound.Label	PARP7.RBN011364
NCI-H1437	RBN010061-002	Compound.Label	PARP1.RBN010061
NCI-H1437	RBN011364-002	Compound.Label	PARP7.RBN011364
NCI-H647	RBN010061-002	Compound.Label	PARP1.RBN010061
NCI-H647	RBN011364-002	Compound.Label	PARP7.RBN011364
LOU-NH91	RBN010061-002	Compound.Label	PARP1.RBN010061
LOU-NH91	RBN011364-002	Compound.Label	PARP7.RBN011364
CAL-27	RBN010061-002	Compound.Label	PARP1.RBN010061
CAL-27	RBN011364-002	Compound.Label	PARP7.RBN011364
LCLC-97TM1	RBN010061-002	Compound.Label	PARP1.RBN010061
LCLC-97TM1	RBN011364-002	Compound.Label	PARP7.RBN011364
GSS	RBN010061-002	Compound.Label	PARP1.RBN010061
GSS	RBN011364-002	Compound.Label	PARP7.RBN011364
HCC1937	RBN010061-002	Compound.Label	PARP1.RBN010061
HCC1937	RBN011364-002	Compound.Label	PARP7.RBN011364
OV56	RBN010061-002	Compound.Label	PARP1.RBN010061
OV56	RBN011364-002	Compound.Label	PARP7.RBN011364
HSC-4	RBN010061-002	Compound.Label	PARP1.RBN010061
HSC-4	RBN011364-002	Compound.Label	PARP7.RBN011364
CL-11	RBN010061-002	Compound.Label	PARP1.RBN010061
CL-11	RBN011364-002	Compound.Label	PARP7.RBN011364
SW480	RBN010061-002	Compound.Label	PARP1.RBN010061
SW480	RBN011364-002	Compound.Label	PARP7.RBN011364
NCI-H2170	RBN010061-002	Compound.Label	PARP1.RBN010061
NCI-H2170	RBN011364-002	Compound.Label	PARP7.RBN011364
TE-6	RBN010061-002	Compound.Label	PARP1.RBN010061
TE-6	RBN011364-002	Compound.Label	PARP7.RBN011364
HCC95	RBN010061-002	Compound.Label	PARP1.RBN010061
HCC95	RBN011364-002	Compound.Label	PARP7.RBN011364
MDA-MB-175-VII	RBN010061-002	Compound.Label	PARP1.RBN010061
MDA-MB-175-VII	RBN011364-002	Compound.Label	PARP7.RBN011364
NCI-H522	RBN010061-002	Compound.Label	PARP1.RBN010061
NCI-H522	RBN011364-002	Compound.Label	PARP7.RBN011364
HCC2108	RBN010061-002	Compound.Label	PARP1.RBN010061
HCC2108	RBN011364-002	Compound.Label	PARP7.RBN011364
TE-10	RBN010061-002	Compound.Label	PARP1.RBN010061
TE-10	RBN011364-002	Compound.Label	PARP7.RBN011364
ZR-75-30	RBN010061-002	Compound.Label	PARP1.RBN010061
ZR-75-30	RBN011364-002	Compound.Label	PARP7.RBN011364
GSU	RBN010061-002	Compound.Label	PARP1.RBN010061
GSU	RBN011364-002	Compound.Label	PARP7.RBN011364
KYSE-410	RBN010061-002	Compound.Label	PARP1.RBN010061
KYSE-410	RBN011364-002	Compound.Label	PARP7.RBN011364
KE-39	RBN010061-002	Compound.Label	PARP1.RBN010061
KE-39	RBN011364-002	Compound.Label	PARP7.RBN011364
KNS-62	RBN010061-002	Compound.Label	PARP1.RBN010061
KNS-62	RBN011364-002	Compound.Label	PARP7.RBN011364
KPL-1	RBN010061-002	Compound.Label	PARP1.RBN010061
KPL-1	RBN011364-002	Compound.Label	PARP7.RBN011364
SCC-25	RBN010061-002	Compound.Label	PARP1.RBN010061
SCC-25	RBN011364-002	Compound.Label	PARP7.RBN011364
NCI-H1869	RBN010061-002	Compound.Label	PARP1.RBN010061
NCI-H1869	RBN011364-002	Compound.Label	PARP7.RBN011364
TE-5	RBN010061-002	Compound.Label	PARP1.RBN010061
TE-5	RBN011364-002	Compound.Label	PARP7.RBN011364
SNU-719	RBN010061-002	Compound.Label	PARP1.RBN010061
SNU-719	RBN011364-002	Compound.Label	PARP7.RBN011364
NCI-H358	RBN010061-002	Compound.Label	PARP1.RBN010061
NCI-H358	RBN011364-002	Compound.Label	PARP7.RBN011364
TYK-nu	RBN010061-002	Compound.Label	PARP1.RBN010061
TYK-nu	RBN011364-002	Compound.Label	PARP7.RBN011364
NCI-H1703	RBN010061-002	Compound.Label	PARP1.RBN010061
NCI-H1703	RBN011364-002	Compound.Label	PARP7.RBN011364
CAL-33	RBN010061-002	Compound.Label	PARP1.RBN010061
CAL-33	RBN011364-002	Compound.Label	PARP7.RBN011364
NCI-H1373	RBN010061-002	Compound.Label	PARP1.RBN010061
NCI-H1373	RBN011364-002	Compound.Label	PARP7.RBN011364
TGBC11TKB	RBN010061-002	Compound.Label	PARP1.RBN010061
TGBC11TKB	RBN011364-002	Compound.Label	PARP7.RBN011364
